1;"Twilight Sparkle";"Princess Twilight Sparkle";"https://mlp.fandom.com/wiki/Twilight_Sparkle";"Canterlot (S1E1, S9E26)\nCastle of Friendship, Ponyville (seasons 5-9)\nGolden Oak Library, Ponyville (seasons 1-4)\nCrystal Princess Palace (toy line)";"Ruler of Equestria (S9E26)\nFounder/leader of the Council of Friendship (S9E26)\nRuler of the Castle of Friendship (S4E26-S9E26)\nFounder/principal of the School of Friendship (S8E1-S9E20)\nStarlight Glimmer's teacher (S5E26-S7E1)\nGolden Oak Library librarian (seasons 1-4)\nPrincess Celestia's student (seasons 1-3)\nStudent at Celestia's School for Gifted Unicorns (formerly)";"Alicorn,Unicorn,Human";"https://vignette.wikia.nocookie.net/mlp/images/b/bc/Princess_Twilight_Sparkle_ID_S4E26.png/revision/latest?cb=20160207045127,https://vignette.wikia.nocookie.net/mlp/images/6/6c/Twilight_S2E25_cropped.png/revision/latest?cb=20160315121005,https://vignette.wikia.nocookie.net/mlp/images/9/97/Twilight_filly_crop_S2E25.png/revision/latest?cb=20140108015837,https://vignette.wikia.nocookie.net/mlp/images/1/18/Twilight_Sparkle_infant_ID_MLPS2.png/revision/latest?cb=20190823095629,https://vignette.wikia.nocookie.net/mlp/images/e/ef/Future_Twilight_Sparkle_ID_S9E26.png/revision/latest?cb=20191013013633,https://vignette.wikia.nocookie.net/mlp/images/0/0c/Twilight_Sparkle_human_at_lockers_EG.png/revision/latest?cb=20141211040145"
14;"Princess Luna";"Nightmare Moon";"https://mlp.fandom.com/wiki/Princess_Luna";"Silver Shoals (S9E26 onward)\nCanterlot (formerly)\nMoon (banished until S1E1)\nCastle of the Two Sisters (formerly)";"Co-ruler of Equestria (formerly)";"Alicorn";"https://vignette.wikia.nocookie.net/mlp/images/1/18/Princess_Luna_ID_S5E04.png/revision/latest?cb=20150422172452,https://vignette.wikia.nocookie.net/mlp/images/0/0f/Princess_Luna_ID_S1E02.png/revision/latest?cb=20130810084859,https://vignette.wikia.nocookie.net/mlp/images/9/9b/Nightmare_Moon_ID.png/revision/latest?cb=20140702174212"
15;"Prince Blueblood";"Vladímir";"https://mlp.fandom.com/wiki/Prince_Blueblood";"Canterlot";"";"Unicorn";"https://vignette.wikia.nocookie.net/mlp/images/b/b9/Prince_Blueblood_ID_S1E03.png/revision/latest?cb=20110510223111,https://vignette.wikia.nocookie.net/mlp/images/2/2e/Young_Blueblood_ID_MLP_Deviations.png/revision/latest?cb=20170503231718"
16;"Shining Armor";"Prince Shining Armor";"https://mlp.fandom.com/wiki/Shining_Armor";"Crystal Empire\nCanterlot (formerly)";"Co-ruler of the Crystal Empire\nCaptain of the Canterlot Royal Guard (formerly)\nStudent at Canterlot Academy (formerly)";"Unicorn,Human";"https://vignette.wikia.nocookie.net/mlp/images/2/29/Shining_Armor_ID_S5E19.png/revision/latest?cb=20151026075733,https://vignette.wikia.nocookie.net/mlp/images/6/6a/Shining_Armor_younger_ID_S2E25.png/revision/latest?cb=20130812111537,https://vignette.wikia.nocookie.net/mlp/images/b/b0/Shining_Armor_Crystal_Pony_ID_S3E02.png/revision/latest?cb=20131010004216,https://vignette.wikia.nocookie.net/mlp/images/7/71/Shining_Armor_blank_flank_ID_S4E26.png/revision/latest?cb=20141210042949,https://vignette.wikia.nocookie.net/mlp/images/a/a0/Comic_issue_37_Statue_Shining_Armor.png/revision/latest?cb=20160314230145,https://vignette.wikia.nocookie.net/mlp/images/c/c7/Comic_issue_19_Alternate_Shining_Armor.png/revision/latest?cb=20140603161849,https://vignette.wikia.nocookie.net/mlp/images/6/6a/Shining_Armor_EG_ID.png/revision/latest?cb=20151014103116"
17;"Princess Cadance";"Princess Mi Amore Cadenza";"https://mlp.fandom.com/wiki/Princess_Cadance";"Crystal Empire\nCanterlot (formerly)";"Co-ruler of the Crystal Empire\nFoal-sitter of Twilight Sparkle (formerly)\nStudent at Canterlot Academy (formerly)";"Alicorn,Human,Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/6/6f/Princess_Cadance_ID_S4E11.png/revision/latest?cb=20140128163901,https://vignette.wikia.nocookie.net/mlp/images/3/38/Younger_Princess_Cadance_ID_S2E25.png/revision/latest?cb=20130826005555,https://vignette.wikia.nocookie.net/mlp/images/8/8c/Blind_Bag_Princess_Cadance_prototype.jpg/revision/latest?cb=20160423023530,https://vignette.wikia.nocookie.net/mlp/images/5/5a/Dean_Cadance_ID_EG3.png/revision/latest?cb=20151018015310"
18;"Prince Rutherford";"";"https://mlp.fandom.com/wiki/Prince_Rutherford";"";"Prince of Yakyakistan";"Yak";"https://vignette.wikia.nocookie.net/mlp/images/3/3e/Prince_Rutherford_ID_S5E11.png/revision/latest?cb=20150630030726"
19;"Flurry Heart";"Baby Flurry Heart";"https://mlp.fandom.com/wiki/Flurry_Heart";"Crystal Empire";"";"Alicorn";"https://vignette.wikia.nocookie.net/mlp/images/7/71/Flurry_Heart_ID_S6E1.png/revision/latest?cb=20160327000953,https://vignette.wikia.nocookie.net/mlp/images/a/a1/Flurry_Heart_Crystal_Pony_ID_S6E2.png/revision/latest?cb=20160327001545"
20;"Ember";"Princess Ember";"https://mlp.fandom.com/wiki/Ember";"Dragon Lands";"Dragon Lord";"Dragon";"https://vignette.wikia.nocookie.net/mlp/images/b/bc/Princess_Ember_ID_S6E5.png/revision/latest?cb=20160418043217"
21;"Thorax";"King Thorax";"https://mlp.fandom.com/wiki/Thorax";"Changeling Kingdom\nCrystal Empire (formerly)";"Leader of the changelings (S6E26 onward)";"Changeling";"https://vignette.wikia.nocookie.net/mlp/images/c/c1/Thorax_new_form_ID_S6E26.png/revision/latest?cb=20161024191324,https://vignette.wikia.nocookie.net/mlp/images/8/85/Thorax_ID_S6E16.png/revision/latest?cb=20160822033001,https://vignette.wikia.nocookie.net/mlp/images/7/78/Thorax_shiny_wings_ID_S6E26.png/revision/latest?cb=20161025201124,https://vignette.wikia.nocookie.net/mlp/images/4/42/Young_Thorax_ID_S7E17.png/revision/latest?cb=20170904035229,https://vignette.wikia.nocookie.net/mlp/images/e/e9/Newborn_Thorax_ID_S6E16.png/revision/latest?cb=20160820222708,https://vignette.wikia.nocookie.net/mlp/images/3/3d/Crystal_Hoof_ID_S6E16.png/revision/latest?cb=20170731011214"
22;"Princess Skystar";"";"https://mlp.fandom.com/wiki/Princess_Skystar";"Seaquestria\nHippogriffia (formerly)";"Princess of Seaquestria";"Hippogriff,Seapony";"https://vignette.wikia.nocookie.net/mlp/images/7/77/Princess_Skystar_ID_MLPTM.png/revision/latest?cb=20171015024706,https://vignette.wikia.nocookie.net/mlp/images/4/4a/Princess_Skystar_Hippogriff_form_ID_MLPTM.png/revision/latest?cb=20171015024718"
23;"Queen Novo";"";"https://mlp.fandom.com/wiki/Queen_Novo";"Seaquestria\nHippogriffia";"Ruler of Seaquestria\nRuler of Hippogriffia";"Hippogriff,Seapony";"https://vignette.wikia.nocookie.net/mlp/images/f/f9/Queen_Novo_ID_MLPTM.png/revision/latest?cb=20171016211949,https://vignette.wikia.nocookie.net/mlp/images/4/42/Queen_Novo_Hippogriff_form_ID_MLPTM.png/revision/latest?cb=20171016211959"
24;"Princess Amore";"";"https://mlp.fandom.com/wiki/Princess_Amore";"Crystal Empire (formerly)";"Ruler of the Crystal Empire (formerly)";"Unicorn,Crystal";"https://vignette.wikia.nocookie.net/mlp/images/6/60/FIENDship_is_Magic_issue_1_Princess_Amore.png/revision/latest?cb=20150401230216,https://vignette.wikia.nocookie.net/mlp/images/1/1b/FIENDship_is_Magic_issue_1_Statue_Amore.png/revision/latest?cb=20150404020224"
25;"Granny Smith";"";"https://mlp.fandom.com/wiki/Granny_Smith";"Sweet Apple Acres";"";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/3/38/Granny_Smith_ID_S2E06.png/revision/latest?cb=20111213195959,https://vignette.wikia.nocookie.net/mlp/images/e/ea/Granny_Smith_when_she_was_a_younger_mare_ID_S3E8.png/revision/latest?cb=20130809204717,https://vignette.wikia.nocookie.net/mlp/images/4/4c/Granny_Smith_filly_ID_S3E8.png/revision/latest?cb=20140215044652"
26;"Big McIntosh";"Big Mac";"https://mlp.fandom.com/wiki/Big_McIntosh";"Sweet Apple Acres";"Farmer\nPony Tones bass singer";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/2/2b/Big_McIntosh_id_S2E17.png/revision/latest?cb=20150701114631,https://vignette.wikia.nocookie.net/mlp/images/a/a5/Young_Big_McIntosh_S1E23.png/revision/latest?cb=20130808221410,https://vignette.wikia.nocookie.net/mlp/images/1/16/Future_Big_McIntosh_ID_S9E26.png/revision/latest?cb=20191013021829"
27;"Braeburn";"";"https://mlp.fandom.com/wiki/Braeburn";"Appleloosa";"Farmer";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/4/4b/Braeburn_ID_S1E21.png/revision/latest?cb=20120715144759,https://vignette.wikia.nocookie.net/mlp/images/6/67/Teen_Braeburn_ID.png/revision/latest?cb=20140426220756"
28;"Aunt Orange";"";"https://mlp.fandom.com/wiki/Aunt_and_Uncle_Orange";"Manehattan";"";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/e/ef/Aunt_Orange_ID_S1E23.png/revision/latest?cb=20110823211431"
29;"Uncle Orange";"Mosely Orange";"https://mlp.fandom.com/wiki/Aunt_and_Uncle_Orange";"Manehattan";"";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/c/c2/Uncle_Orange_ID_S1E23.png/revision/latest?cb=20110823211553"
30;"Hayseed Turnip Truck";"";"https://mlp.fandom.com/wiki/Hayseed_Turnip_Truck";"";""many odd jobs"";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/b/be/Hayseed_Turnip_Truck_ID_S2E9.png/revision/latest?cb=20140623015735"
31;"Apple Strudel";"";"https://mlp.fandom.com/wiki/Apple_Strudel";"";"";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/c/c7/Apple_Strudel_ID_S2E12.png/revision/latest?cb=20150803014838,https://vignette.wikia.nocookie.net/mlp/images/5/5a/Young_Apple_Strudel_ID_S3E8.png/revision/latest?cb=20150803014839"
32;"Auntie Applesauce";"Aunt Applesauce";"https://mlp.fandom.com/wiki/Auntie_Applesauce";"";"";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/2/2a/Applesauce_ID_S3E08.png/revision/latest?cb=20150507195655,https://vignette.wikia.nocookie.net/mlp/images/a/ab/Young_Auntie_Applesauce_ID_S3E8.png/revision/latest?cb=20150507195742"
33;"Apple Rose";"";"https://mlp.fandom.com/wiki/Apple_Rose";"Silver Stable Retirement Community";"";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/1/10/Apple_Rose_ID_S3E08.png/revision/latest?cb=20150507181548,https://vignette.wikia.nocookie.net/mlp/images/c/ca/Young_Apple_Rose_ID_S3E8.png/revision/latest?cb=20150507181632"
34;"Goldie Delicious";"";"https://mlp.fandom.com/wiki/Goldie_Delicious";"A cabin not far from Ponyville\nSweet Apple Acres (formerly)";"Historian";"Human,Earth";"https://vignette.wikia.nocookie.net/mlp/images/c/c7/Goldie_Delicious_ID_S4E09.png/revision/latest?cb=20140113191231,https://vignette.wikia.nocookie.net/mlp/images/e/ec/Young_Goldie_Delicious_ID_S7E13.png/revision/latest?cb=20170808004907,https://vignette.wikia.nocookie.net/mlp/images/c/c4/Goldie_Delicious_ID_EGDS.png/revision/latest?cb=20171223024458"
35;"Bright Mac";"Bright Macintosh";"https://mlp.fandom.com/wiki/Bright_Mac_and_Pear_Butter";"Sweet Apple Acres";"";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/8/8e/Bright_Mac_ID_S7E13.png/revision/latest?cb=20170808004854,https://vignette.wikia.nocookie.net/mlp/images/7/7a/Bright_Mac_infant_ID_S7E13.png/revision/latest?cb=20170808004855"
36;"Pear Butter";"Buttercup";"https://mlp.fandom.com/wiki/Bright_Mac_and_Pear_Butter";"Sweet Apple Acres";"";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/e/e8/Pear_Butter_ID_S7E13.png/revision/latest?cb=20170808004903,https://vignette.wikia.nocookie.net/mlp/images/6/6d/Pear_Butter_younger_ID_S7E13.png/revision/latest?cb=20170808004905,https://vignette.wikia.nocookie.net/mlp/images/b/b3/Pear_Butter_infant_ID_S7E13.png/revision/latest?cb=20170808004904"
37;"Limestone Pie";"";"https://mlp.fandom.com/wiki/Limestone_Pie_and_Marble_Pie";"Pie Family Rock Farm, Rockville, Western Equestria";"";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/a/a2/Limestone_Pie_ID_S5E20.png/revision/latest?cb=20151024190324,https://vignette.wikia.nocookie.net/mlp/images/9/96/Limestone_Pie_id_S1E23.png/revision/latest?cb=20110825215431"
38;"Marble Pie";"";"https://mlp.fandom.com/wiki/Limestone_Pie_and_Marble_Pie";"Pie Family Rock Farm, Rockville, Western Equestria";"";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/2/25/Marble_Pie_ID_S5E20.png/revision/latest?cb=20151024190340,https://vignette.wikia.nocookie.net/mlp/images/f/f2/Marble_Pie_id_S1E23.png/revision/latest?cb=20110825221549"
39;"Igneous Rock Pie";"Igneous Rock";"https://mlp.fandom.com/wiki/Igneous_Rock_Pie_and_Cloudy_Quartz";"Pie Family Rock Farm, Rockville, Western Equestria";"Rock farmer";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/4/4d/Igneous_Rock_ID_S5E20.png/revision/latest?cb=20151110214811"
40;"Cloudy Quartz";"";"https://mlp.fandom.com/wiki/Igneous_Rock_Pie_and_Cloudy_Quartz";"Pie Family Rock Farm, Rockville, Western Equestria";"Rock farmer";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/0/09/Cloudy_Quartz_ID_S5E20.png/revision/latest?cb=20151110214848"
41;"Maud Pie";"Maudileena Daisy Pie";"https://mlp.fandom.com/wiki/Maud_Pie";"Crystal cave near Ponyville (S7E4 onward)\nPie Family Rock Farm, Rockville, Western Equestria (until S7E4)";"Geologist\nStand-up comedian";"Earth";"https://vignette.wikia.nocookie.net/mlp/images/1/10/Maud_Pie_ID_S4E18.png/revision/latest?cb=20140317163136,https://vignette.wikia.nocookie.net/mlp/images/5/57/Maud_Pie_filly_ID_S4E12.png/revision/latest?cb=20140204033601,https://vignette.wikia.nocookie.net/mlp/images/b/b6/Maud_Pie_Sombra_timeline_ID_S5E25.png/revision/latest?cb=20151202050814"
42;"Mr. Shy";"";"https://mlp.fandom.com/wiki/Mr._and_Mrs._Shy";"Cloudsdale";"Weather factory worker (formerly)";"Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/2/2d/Mr._Shy_ID_S6E11.png/revision/latest?cb=20160605103050"
43;"Mrs. Shy";"";"https://mlp.fandom.com/wiki/Mr._and_Mrs._Shy";"Cloudsdale";"";"Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/1/1a/Mrs._Shy_ID_S6E11.png/revision/latest?cb=20160605103103"
44;"Zephyr Breeze";"";"https://mlp.fandom.com/wiki/Zephyr_Breeze";"Cloudsdale\nPonyville (briefly in S6E11)";"Mane therapist\nSalonist at The Mane Event\nRoyal guard (briefly)";"Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/1/14/Zephyr_Breeze_ID_S6E11.png/revision/latest?cb=20160605103015"
45;"Mr. Carrot Cake";"";"https://mlp.fandom.com/wiki/Mr._and_Mrs._Cake";"Ponyville";"Confectioner & Baker";"Human,Earth";"https://vignette.wikia.nocookie.net/mlp/images/e/ea/Mr._Cake_ID_S2E10.png/revision/latest?cb=20131029203445,https://vignette.wikia.nocookie.net/mlp/images/8/8f/Mr._Cake_in_costume_ID_S2E4.png/revision/latest?cb=20150708195255,https://vignette.wikia.nocookie.net/mlp/images/c/ce/Mr._Carrot_Cake_ID_EG.png/revision/latest?cb=20130727071253"
46;"Mrs. Cup Cake";"Chiffon Swirl";"https://mlp.fandom.com/wiki/Mr._and_Mrs._Cake";"Ponyville";"Confectioner & Baker";"Human,Earth";"https://vignette.wikia.nocookie.net/mlp/images/7/78/Mrs._Cake_greeting_ID_S1E25.png/revision/latest?cb=20111201194348,https://vignette.wikia.nocookie.net/mlp/images/1/14/Young_Chiffon_Swirl_ID_S7E13.png/revision/latest?cb=20170808010420,https://vignette.wikia.nocookie.net/mlp/images/5/56/Mrs._Cake_in_costume_ID_S2E4.png/revision/latest?cb=20150708195308,https://vignette.wikia.nocookie.net/mlp/images/4/40/Mrs._Cake_ID_EG2.png/revision/latest?cb=20140609162703"
47;"Pound Cake";"";"https://mlp.fandom.com/wiki/Pound_Cake_and_Pumpkin_Cake";"Sugarcube Corner, Ponyville";"";"Pegasus";"https://vignette.wikia.nocookie.net/mlp/images/7/73/Pound_Cake_smiling_ID_S2E13.png/revision/latest?cb=20120117144123,https://vignette.wikia.nocookie.net/mlp/images/c/c0/Future_Pound_Cake_ID_S9E26.png/revision/latest?cb=20191013042043"
48;"Pumpkin Cake";"";"https://mlp.fandom.com/wiki/Pound_Cake_and_Pumpkin_Cake";"Sugarcube Corner, Ponyville";"";"Unicorn";"https://vignette.wikia.nocookie.net/mlp/images/9/94/Pumpkin_Cake_smiling_ID_S2E13.png/revision/latest?cb=20120117144426,https://vignette.wikia.nocookie.net/mlp/images/e/e6/Pumpkin_Cake_Alicorn_ID_S7E3.png/revision/latest?cb=20170426023504,https://vignette.wikia.nocookie.net/mlp/images/4/40/Future_Pumpkin_Cake_ID_S9E26.png/revision/latest?cb=20191013042146"
